frame_idx,timestamp,landmarks_detected,elbow_angle,shoulder_angle,wrist_angle,knee_angle,trunk_rotation,torso_lean,contact_height,wrist_x,wrist_y,wrist_velocity
21,0.6999984375,True,141.83253590475454,61.5982915752576,155.9516205663034,173.6228474349902,-21.321505094193583,6.383240325003903,-0.05570313334465027,0.42752155661582947,0.4826708436012268,2.3922588390948114
22,0.7333316964285714,True,144.23510359681117,61.42972780314715,160.03311216709048,175.43806010693612,-21.486013021279987,6.579976298145624,-0.05572241544723511,0.4247001111507416,0.4828035235404968,2.0385273600378078
23,0.7666649553571429,True,145.67408193255957,61.44428262421113,162.37649464611488,176.08815275778264,-22.007330916293768,6.882902160186488,-0.056047797203063965,0.4227393567562103,0.48322731256484985,1.5123725436556854
24,0.7999982142857143,True,144.56246636562912,61.52091511738872,164.80235442706245,176.94389359083016,-21.95461235676339,6.96106467744925,-0.05715176463127136,0.421120822429657,0.48465481400489807,2.167185935971675
25,0.8333314732142857,True,144.03789779689052,61.70223805070855,169.1171081285493,177.92310478537428,-23.040646813986044,7.6586805614701206,-0.0578380823135376,0.4192584156990051,0.48581796884536743,2.003681629137457
26,0.8666647321428571,True,144.4142256198312,62.24065198850343,168.33191340641957,178.99380460773085,-24.120345000016812,8.389973695892866,-0.05801853537559509,0.4166684150695801,0.48639845848083496,2.007378752689087
27,0.8999979910714286,True,147.4266283930332,61.84466686435858,169.71435337098947,179.90026387038134,-25.981519215533766,9.536367163448077,-0.057393550872802734,0.41500815749168396,0.4864748418331146,1.1993771286057655
28,0.9333312500000001,True,149.32571908030306,61.40383127646216,174.36864347875306,178.8890868845837,-25.342383561369815,9.47390818238242,-0.056514739990234375,0.4136829674243927,0.4862860143184662,0.9842741680618767
29,0.9666645089285715,True,148.5540747060069,61.444319643185324,176.7234103651874,177.15449988045384,-23.908146438140747,8.717680080460884,-0.05630192160606384,0.41153156757354736,0.48653024435043335,1.5802383491215248
30,0.9999977678571429,True,153.9466236871161,59.335002575518715,174.10125931095178,176.65958652247937,-23.738640248979692,8.690567478346603,-0.056558847427368164,0.409442275762558,0.4870970845222473,1.6701255593836792
31,1.0333310267857143,True,157.83444714065467,57.70093332052354,174.59751482221085,176.13536955041528,-23.988109340514455,8.711877618149632,-0.057318270206451416,0.40740764141082764,0.4882354736328125,2.066226261267943
32,1.0666642857142856,True,155.37790959899704,58.383756724539616,176.5989974241551,175.22252990779057,-22.597203838882777,7.836579827218387,-0.057713717222213745,0.4056151509284973,0.4888764023780823,1.5292705597870981
33,1.0999975446428572,True,157.08117942914532,58.223105138649885,173.46516878882318,176.4973669326383,-23.722608929490832,8.130174192953564,-0.057969093322753906,0.40341609716415405,0.48940300941467285,1.7208285756973725
34,1.1333308035714287,True,158.6425667083427,58.390662166456515,173.31225798161267,176.31117672578637,-26.010767825847793,9.085020597432537,-0.05847540497779846,0.40097716450691223,0.49043989181518555,2.2011659773196395
35,1.1666640625,True,158.60381542102064,58.36272441881576,173.49501022845087,177.32562404357418,-25.539250378903773,8.849897019816908,-0.05843588709831238,0.39917755126953125,0.49090519547462463,1.4260505482911467
36,1.1999973214285715,True,162.23164716617416,56.67560746158247,170.76563798418255,177.0774011021381,-26.025389041297856,9.15059520334978,-0.0583590567111969,0.3974754810333252,0.49185433983802795,1.7256363389550031
37,1.2333305803571428,True,164.49581832630798,55.25790421600741,170.9950545857057,177.42843293519238,-26.0150281570848,9.328966328073532,-0.05894017219543457,0.39587265253067017,0.4935300350189209,2.4356421501038072
38,1.2666638392857144,True,166.80684257693235,54.5796831516716,171.4838617096712,177.53219935384212,-27.820590275488115,10.596582206468309,-0.05948343873023987,0.39419639110565186,0.4953750669956207,2.6521642764164928
39,1.2999970982142857,True,170.15743905673384,53.40192442600199,172.02439496616938,178.0930469796928,-29.830331204240466,11.791988930866546,-0.05956539511680603,0.39244750142097473,0.49679216742515564,2.208116336173053
40,1.3333303571428572,True,170.88373256989328,52.60493106389603,169.12992275288966,177.38872784892646,-29.758530703288997,11.935916603884397,-0.06002241373062134,0.39091843366622925,0.49829187989234924,2.2129236408788238
41,1.3666636160714285,True,172.84801521415758,52.41813707343478,171.23003706030678,177.0118930661576,-31.07384908413252,12.835129345395705,-0.06056016683578491,0.38851213455200195,0.5001031756401062,2.8942924632021887
42,1.399996875,True,172.99663990738557,52.32758711968497,171.7061936447144,178.06927416851332,-30.380124693286277,12.853467817444077,-0.060889363288879395,0.3866923153400421,0.5016942620277405,2.4216746703888132
43,1.4333301339285716,True,173.14597036906417,51.92973366790165,174.26016754261727,178.683379106259,-30.77382103033146,13.071541559330976,-0.06119352579116821,0.38590511679649353,0.502416729927063,1.084629871276929
44,1.4666633928571429,True,172.1863058978917,51.77068308147322,175.89858001496884,178.61176063562138,-29.749779923964738,12.357211344100847,-0.0611213743686676,0.38525331020355225,0.5027365684509277,0.622772891010892
45,1.4999966517857144,True,172.8935707713099,51.71956060975287,179.0808012355943,178.68702989974528,-30.872931277121978,12.944558866134551,-0.0611194372177124,0.3840188682079315,0.5036996006965637,1.5196925446001497
46,1.5333299107142857,True,172.0166673709639,51.3511244051965,178.16328266139791,178.99323797245512,-30.996068883016505,12.78010053917742,-0.061458587646484375,0.38324588537216187,0.5047482848167419,1.4531196254083005
47,1.5666631696428572,True,172.3373520178991,51.58172539227023,173.73716494392835,179.36110059372194,-30.794269449851654,12.903348639415611,-0.06126391887664795,0.38136640191078186,0.5059043169021606,2.0051934351923832
48,1.5999964285714285,True,173.5144816501047,50.57809858319289,172.69363505628587,178.61138655792064,-30.378616411503813,12.716374951580724,-0.06199157238006592,0.37898969650268555,0.507564902305603,2.7287837585808616
49,1.6333296875,True,173.73603774343698,50.14253891454043,170.57386995482508,179.8607706167614,-30.22744085831455,12.784990512103889,-0.06169977784156799,0.3773769736289978,0.5083832740783691,1.5638360307263275
50,1.6666629464285714,True,173.8429090633335,49.39073995264175,172.34482226592885,179.31147970093522,-28.998419309450938,12.10139838586211,-0.06234470009803772,0.37572869658470154,0.5098063945770264,2.1740753466860196
51,1.699996205357143,True,175.0002960960169,49.378121164699515,171.70457895222475,179.57348071752688,-29.13235435221803,12.222323504669005,-0.062272727489471436,0.3752753436565399,0.5098931789398193,0.34479823327053344
52,1.7333294642857142,True,175.53099154593062,48.810894622524195,172.49870915511278,179.64983028580392,-29.158647776569865,12.215817909367424,-0.06232091784477234,0.37417685985565186,0.5108929872512817,1.5044294374173521
53,1.7666627232142857,True,177.30436854280308,46.97895223075117,175.0617486054431,179.7314311282011,-28.153671657811145,11.830192154278775,-0.06279784440994263,0.37316444516181946,0.512241005897522,1.8731195930157825
54,1.7999959821428573,True,178.65408765769962,45.192152207324376,174.44199513537947,179.00059890588372,-26.821813444200217,11.420103820719973,-0.06310465931892395,0.3721156716346741,0.5134714841842651,1.7466725636720724
55,1.8333292410714286,True,179.13407630572058,45.26324080235325,176.29081499298337,177.08558762623443,-26.430303244608055,11.55763750106433,-0.06272906064987183,0.370108962059021,0.5140367746353149,1.6158875055473367
56,1.8666625000000001,True,178.9007827579273,44.65897536429265,177.55316069658298,175.9314813095103,-26.568601089306057,11.775478609480672,-0.06345725059509277,0.3676792085170746,0.5152868628501892,2.3708312044572115
57,1.8999957589285714,True,178.05182930866167,44.21625276824915,178.4980011608335,175.1357135535138,-26.570198713614403,11.770734586260438,-0.06346014142036438,0.3661132752895355,0.5161563158035278,1.5842155345638291
58,1.933329017857143,True,177.6648996109017,44.61676897119656,179.8425566187175,174.59456050347828,-27.679486566775537,12.430477074422202,-0.06289398670196533,0.36491867899894714,0.5166159868240356,1.042102583979847
59,1.9666622767857143,True,176.66477960215627,44.33782646994563,178.52522707238103,173.17755133218338,-27.84746431194928,12.54337882083021,-0.06257858872413635,0.36343270540237427,0.5171775817871094,1.2889613281010905
60,1.9999955357142858,True,176.09347920643214,43.57753959519601,176.80486785707726,171.94906128472365,-27.042499619187353,12.141912572251497,-0.0629439651966095,0.3616081178188324,0.518096387386322,1.763224069730851
61,2.0333287946428573,True,175.70734211060702,43.29412392710315,175.09663039366714,171.81568859158875,-26.663694743726282,12.097667072752738,-0.0630066990852356,0.3601023256778717,0.5186361074447632,1.2855689592616855
62,2.0666620535714286,True,175.9697873427162,44.12460177749749,173.33072169227145,172.33253547295897,-27.665146354688602,12.709151326211174,-0.06306016445159912,0.3582831919193268,0.5193239450454712,1.578187158029259
63,2.0999953125,True,175.72746817680783,43.683474583217865,172.5419563506761,172.3794330882341,-26.738700734023467,12.04077436459326,-0.06278756260871887,0.3568803668022156,0.5195452570915222,1.0490071881003833
64,2.1333285714285712,True,175.3995742537921,43.41222125829638,169.35239914115311,170.84909158969174,-25.515407802448834,11.387199240279124,-0.06285214424133301,0.354871928691864,0.5201215744018555,1.6233653449403314
65,2.166661830357143,True,173.30316835846057,42.40794294545821,168.22632819852618,169.21285982596063,-24.575364722801396,11.002166514647074,-0.06277665495872498,0.3530731797218323,0.5207712650299072,1.5391060095004263
66,2.1999950892857143,True,172.7331463702844,42.3764014165022,168.9426874211564,166.6334127680462,-23.259570553781245,10.502031549524546,-0.06241333484649658,0.3508932292461395,0.5211266875267029,1.6341674800999832
67,2.2333283482142856,True,173.70168327606416,42.98835482783737,170.42555443928006,164.5989543106543,-23.043232154232683,10.569296731885444,-0.06252831220626831,0.3494703769683838,0.5214950442314148,1.127747439519987
68,2.2666616071428574,True,173.725223242358,43.2865728557409,170.03721431673125,164.58097415376915,-22.417986591970006,10.217562244893742,-0.06257227063179016,0.3476284146308899,0.5217477083206177,1.3650767968255932
69,2.2999948660714287,True,173.44209677265644,44.14223354387218,171.51902206215382,162.55835682902486,-22.22063246217685,10.200002599099285,-0.06252875924110413,0.3453064262866974,0.5219423770904541,1.6902986767227874
70,2.333328125,True,173.99447895066538,44.5747824141039,171.29206568362756,161.53674516488638,-21.879756392953183,10.102730586570155,-0.06257802248001099,0.3436492085456848,0.5221278667449951,1.216589497606114
71,2.3666613839285713,True,174.3803983621015,44.7097297455528,172.02327117850186,159.93439229231734,-21.283000006554943,9.91753364143023,-0.06245771050453186,0.34219104051589966,0.5220136642456055,1.0600086950043417
72,2.399994642857143,True,172.81280802677753,44.803777794080105,174.42607584200817,159.4302920730666,-21.682318804390917,10.181465840532697,-0.062295496463775635,0.3402620851993561,0.5218825936317444,1.398944313197002
73,2.4333279017857143,True,171.0570054506373,44.07106058863228,174.48804269864573,158.74017155845505,-20.253264271688664,9.469106880308578,-0.06210532784461975,0.33826297521591187,0.5217121243476868,1.4558043861146381
74,2.4666611607142856,True,170.1716742392082,44.09497194872366,173.76385701922283,157.60747086809786,-20.062793436696126,9.370817309488032,-0.06083241105079651,0.33765676617622375,0.5204672813415527,1.6520977666440835
75,2.499994419642857,True,170.19321693861323,44.605388942578536,169.45552301160993,159.01735173007765,-19.370524473598095,9.035422509862402,-0.060206443071365356,0.33630791306495667,0.519800066947937,1.2932726710717852
76,2.5333276785714287,True,170.5406123531909,45.298491230591125,166.9844235407648,158.54052100132918,-18.862842642634575,8.811661617626717,-0.058325767517089844,0.3364279568195343,0.51787930727005,2.46009117520059
77,2.5666609375,True,168.743375831293,45.95185181735781,168.73456895847062,156.82050167171332,-18.537251797162654,8.676738724469022,-0.05636146664619446,0.33483654260635376,0.515884518623352,2.798640883571579
78,2.5999941964285713,True,169.52974658359264,47.696986072909844,170.14457404084683,155.35379707497071,-18.74407671350697,8.79228252902635,-0.05436709523200989,0.3341587781906128,0.5137943029403687,2.7196151996264146
79,2.633327455357143,True,172.41739994591782,50.55160278861248,168.7988340711213,155.07918676106507,-18.95841763003621,8.89040444247799,-0.05302780866622925,0.33266475796699524,0.5120532512664795,2.4745780848813
80,2.6666607142857144,True,172.8443904936024,52.1629027658,169.75059834041775,154.83246352522244,-18.712222830702316,8.692860736171628,-0.05128777027130127,0.33151915669441223,0.5097423195838928,3.070841788102237
81,2.6999939732142857,True,169.55701725620068,53.5194039153385,175.57512344065128,154.68838687878795,-18.845857587609146,8.533342491351483,-0.04804322123527527,0.32922112941741943,0.5058022737503052,5.307738856181986
82,2.733327232142857,True,167.47355316338616,54.072084505737855,176.25792963739426,155.08545197585627,-18.49072683444109,8.186763039724186,-0.04611164331436157,0.32791340351104736,0.5028592348098755,3.88297645107883
83,2.7666604910714288,True,164.9623169198949,55.02894792633643,177.82694587382713,154.93680838452588,-17.788262991513847,7.931411793857551,-0.04398801922798157,0.3259258270263672,0.5001147985458374,3.793182488340704
84,2.79999375,True,163.72449525743252,57.48186936755727,176.71267371823419,154.88253015958935,-17.145791160641963,7.6646549734904665,-0.04278644919395447,0.31968048214912415,0.4985188841819763,4.93890239701244
85,2.8333270089285714,True,161.46115021166761,58.24060461711519,178.05570293361225,155.48856132036772,-17.033822471752103,7.434935888109373,-0.039263367652893066,0.3211464285850525,0.4939419627189636,5.952779892621317
86,2.866660267857143,True,157.8955675796948,59.19124967115431,168.69937097737892,156.66519632823733,-16.323935568708677,6.465756372702213,-0.03268897533416748,0.3271681070327759,0.4848957657814026,12.364214517720631
87,2.8999935267857144,True,152.89003311905228,59.320158820471605,152.65248744785654,157.00757281661146,-15.752840774714457,6.154139377928517,-0.030359536409378052,0.32865408062934875,0.4814930856227875,4.484915145818223
88,2.9333267857142857,True,144.6081519148231,60.513500981376325,140.70837120811584,157.41852410049404,-15.11465387498285,5.814286800863436,-0.02684885263442993,0.32850104570388794,0.4769654870033264,5.796373600133862
89,2.966660044642857,True,132.70007567710294,61.31404082912789,144.80065530091707,158.3315573122356,-14.567556027848283,5.2861434962017,-0.02423405647277832,0.3281024098396301,0.4718126654624939,6.601853621711279
90,2.999993303571429,True,108.23749406178459,61.732154943660426,109.83561347944365,158.9692797229464,-14.304210899569412,5.250404395542042,-0.01647934317588806,0.3285845220088959,0.4631490707397461,11.094832707099679
91,3.0333265625,True,85.11414231960543,62.840048536258465,119.7235888098021,159.60526799755522,-13.851741029763204,5.223153894037115,-0.008495092391967773,0.33208757638931274,0.45452195405960083,11.327087815208847
92,3.0666598214285714,True,84.10140699294413,65.2524778879113,125.3234400515176,160.84012936216362,-13.383404873757684,4.804490137308277,-0.009535163640975952,0.3316445052623749,0.45389237999916077,0.8667007023357537
93,3.0999930803571427,True,79.77656996034935,66.39042347014149,125.26161640504866,162.47496538229774,-12.88035450555573,4.510702393815502,-0.006802171468734741,0.331572949886322,0.4497305452823639,5.327397560933632
94,3.1333263392857145,True,75.76674126911499,67.62109333123068,135.95028804891027,163.3860782052909,-12.139156596479623,4.225847703534496,-0.003202289342880249,0.3327157199382782,0.44455498456954956,6.675617983022068
95,3.1666595982142858,True,67.80202005371099,68.3027161387873,143.0664365449117,164.22012482427124,-11.37474315537932,3.8388375527087755,0.0003333091735839844,0.33536314964294434,0.43916916847229004,7.152516963825915
96,3.199992857142857,True,64.95675719189819,68.60178568815368,151.7994893644329,164.86503698925824,-11.032861210352209,3.8001730234694615,0.0017307102680206299,0.3365320861339569,0.43646112084388733,3.5670142452575697
97,3.233326116071429,True,63.78523573316721,69.5216923873473,154.72992414447907,165.60849312499226,-10.69584077999923,3.792172302419602,0.004494756460189819,0.33725911378860474,0.43261080980300903,4.956119291288665
98,3.266659375,True,59.98744969275782,69.87780312255664,154.57986833679777,166.2252399016104,-10.597089635958724,3.7255556667450223,0.00594407320022583,0.3388133645057678,0.42911285161972046,4.615114958729101
99,3.2999926339285715,True,59.06968731230491,70.03505166340626,153.17741775902155,167.39327846970863,-10.29866160012378,3.627650032954819,0.007909953594207764,0.3397091031074524,0.4250308573246002,5.264605180985808
100,3.3333258928571428,True,58.22538535723372,70.15776804488478,158.39403079306777,168.83778587822823,-9.240615171285796,3.2731846091878203,0.009206265211105347,0.3409762978553772,0.4218238294124603,4.205166772701738
101,3.3666591517857145,True,56.91207815833809,70.24437138579778,158.3007254931386,169.57424841965658,-8.760522751390454,3.089854517174206,0.009663403034210205,0.34218597412109375,0.42068910598754883,1.6935709895708089
102,3.399992410714286,True,56.43209310555161,71.18050413798412,161.2176523730192,169.60872363744943,-8.234270356290367,2.6967034088703343,0.011677324771881104,0.34353500604629517,0.4172217845916748,4.543214142959064
103,3.433325669642857,True,55.82018427966842,71.25251834846665,158.18779154153387,170.3747721407917,-7.39436108943184,1.8709791411442485,0.015684515237808228,0.3459630012512207,0.4112640917301178,7.823655903060836
104,3.4666589285714284,True,56.281723735865086,70.46348278051526,158.3950152472339,172.50508326269204,-6.271173283199701,0.943348386820255,0.01813441514968872,0.3480827510356903,0.4073505401611328,5.236687354195933
105,3.4999921875,True,56.634269953582454,69.95411135137647,151.3009377980207,173.19026880400781,-5.115222536287661,0.26219337748376986,0.022480487823486328,0.3510514199733734,0.40135565400123596,7.965585816654307
106,3.5333254464285715,True,60.972840062942204,72.54973994468588,152.6712675699236,175.13848333289243,-4.107388184121433,0.3235903408949407,0.022857844829559326,0.3515377938747406,0.3990750014781952,2.940164418395238
107,3.566658705357143,True,64.58790075268948,74.9575573692551,154.1867871795807,176.55398998080392,-2.9350060628747627,1.213920575955297,0.023100972175598145,0.35319948196411133,0.3968105912208557,3.135664847480692
108,3.5999919642857146,True,67.33369463012613,76.11434077037566,151.43563985110134,178.15946063736806,-1.5291798171308244,1.7727533137818594,0.02301540970802307,0.3542007505893707,0.3951830267906189,2.2044913240305646
109,3.633325223214286,True,69.35498735156308,74.69407795088848,149.7570646646518,178.89537371279405,-1.180343593762231,2.2250181611466604,0.022916555404663086,0.3543655574321747,0.3930318355560303,2.7560803927195936
110,3.666658482142857,True,73.01265320350153,74.7517144189486,150.3733367977903,176.71709314770735,-0.9659525127569566,2.594689782066559,0.02190929651260376,0.35522276163101196,0.39147061109542847,2.0915046558685684
111,3.6999917410714285,True,72.82033744491062,76.0085955058057,150.83208895728154,174.89075114727459,0.5269526843490553,3.047935863137217,0.023497819900512695,0.3573419451713562,0.3875728249549866,5.217267741046624
112,3.7333250000000002,True,68.15069618479029,73.63586228711597,149.54099247784987,173.0149543382043,1.8388435214064032,3.5629692129810007,0.023431628942489624,0.3583245575428009,0.38493987917900085,3.443628763684964
113,3.7666582589285715,True,67.39770189707069,73.32366390401536,153.7020859929542,173.44903865165938,4.27452618963396,4.248666255482302,0.02418661117553711,0.35861480236053467,0.3835363984107971,1.808569331017941
114,3.799991517857143,True,64.76351465274288,70.9369236892336,154.6679651002751,173.26858519081836,6.128735827048004,5.384853917989378,0.022450029850006104,0.359576553106308,0.382063090801239,2.0089476078406956
115,3.833324776785714,True,63.12019250736092,68.79628711450098,155.52696005142573,174.74818712982645,5.6675431098709765,5.658895160897707,0.019329994916915894,0.35922831296920776,0.3823785185813904,0.475267374818654
116,3.866658035714286,True,65.55239915761675,69.03863193561307,151.88048083907034,174.93976583179958,4.027272628928301,5.2593921102784895,0.019191652536392212,0.359039843082428,0.37982603907585144,3.2699905898945234
117,3.899991294642857,True,67.17830693251395,70.47387907827081,152.4782092943122,174.3726239767154,4.716390850028546,5.226111182238591,0.021294236183166504,0.35876357555389404,0.3782837390899658,1.9841397864103425
118,3.9333245535714285,True,66.81641050380782,70.20333136997426,152.50198953348092,173.9877965108724,4.558684538018326,5.045721642279906,0.02114453911781311,0.3585657775402069,0.3763161897659302,2.522486565054492
119,3.9666578125000003,True,68.13133928454694,71.58046239493076,153.32267306970314,174.4302620765883,4.014114401268856,5.175716156952144,0.021559178829193115,0.35847771167755127,0.374168336391449,2.7499834211184098
120,3.9999910714285716,True,69.1478800821562,72.80785949093064,152.4043349794048,174.51708685010018,3.9862300841955545,4.967800221212715,0.022400707006454468,0.3584038317203522,0.3728356659412384,1.7066473585055506
121,4.033324330357143,True,68.44701915619639,72.37391581940219,153.9725038429659,176.53815963053273,4.174564948294787,4.982949411779432,0.020922034978866577,0.35843759775161743,0.37249046564102173,0.4425247060062423
122,4.066657589285715,True,69.35495509902529,72.74007218532823,153.63948865718444,177.1333632338508,4.9864346413760074,5.374065005534967,0.020589858293533325,0.3584253191947937,0.37135082483291626,1.4587670228318461
123,4.0999908482142855,True,69.6137508575523,73.09258196264409,152.84260552613657,178.5544644763816,4.90845561624522,5.433695201398393,0.019199073314666748,0.35873574018478394,0.37130147218704224,0.23225904832345365
124,4.133324107142857,True,71.17037493440878,72.16127116814125,148.95235772183682,179.14616550417037,5.55463911932091,5.845318396392211,0.01895943284034729,0.35970255732536316,0.3698844909667969,1.942731314992444
125,4.166657366071429,True,71.1469889650599,72.61185823300768,148.8290077098383,178.0803481923351,8.928470984740514,6.470640253188737,0.020426422357559204,0.36043867468833923,0.36881574988365173,1.4670710766812933
126,4.199990625,True,69.30128173577516,72.87988256399792,154.39841683043954,179.00492800383202,11.18296959865313,6.905170508628181,0.02039813995361328,0.36160558462142944,0.3690037131309509,0.8739446529856262
127,4.233323883928572,True,70.4099612833279,73.43399265863248,153.38617093668293,178.65615537761,11.855997153858269,7.039227371237655,0.021693795919418335,0.3617948889732361,0.3666229546070099,3.0504174994221733
128,4.2666571428571425,True,70.68272347756205,75.10913810206937,152.72145282244205,176.58949036756803,9.415330329736463,5.644536454608782,0.022903531789779663,0.3618867099285126,0.36494308710098267,2.1512464949864576
129,4.299990401785714,True,69.63795569250996,76.30577881056723,154.00481723948133,175.1829134780748,5.74080549369819,3.79254433690179,0.02236267924308777,0.36206549406051636,0.3644258677959442,0.6744389657426655
130,4.333323660714286,True,68.28815927231238,76.05116854378481,156.0499757552678,174.56354793237713,3.7576379578264323,2.950185829435564,0.02131059765815735,0.36216816306114197,0.36433151364326477,0.141600171470573
131,4.366656919642857,True,65.91308180779211,74.74440562974863,156.63436528193074,173.08353958403197,2.9604137618540705,2.181872890907096,0.01931554079055786,0.3623041808605194,0.36404213309288025,0.3831347797057596
132,4.399990178571429,True,66.10104324255487,74.61328687196563,157.18954943426033,173.94145596946646,3.747208208864876,2.0658779536899514,0.018789976835250854,0.36232730746269226,0.363701194524765,0.4367189189835336
133,4.4333234375,True,66.13737506404381,75.28602513380552,156.28928325745804,173.08760143760986,2.873460477674058,1.4135967022003424,0.019270479679107666,0.36250051856040955,0.36178165674209595,2.460171370163958
134,4.466656696428571,True,66.33179685175502,76.96534770276469,155.59414991459306,169.6802242042033,0.36473485667397654,0.010246312959031788,0.019885718822479248,0.36248937249183655,0.36008530855178833,2.1713405139630506
135,4.499989955357143,True,64.96657248218976,76.584220558248,159.30956243668143,173.03698687642017,-1.2008620254905367,0.9439422495776352,0.017267853021621704,0.3623355031013489,0.3603338599205017,0.3368831380078224
136,4.533323214285715,True,63.570900472356264,76.44865313176794,160.57516748826896,172.95837064620088,-4.411727930351134,2.2784438809417438,0.01500624418258667,0.3623356819152832,0.3604682385921478,0.17200474789041997
137,4.566656473214286,True,63.31644830107432,77.50899682437034,161.6297884398828,173.21086146121,-6.900355319804206,3.4320294052712774,0.014078348875045776,0.3623281717300415,0.3603264093399048,0.18162195553934668
138,4.599989732142857,True,64.20756986599955,77.79472518024951,160.96747541280783,174.52992309479708,-9.283948650058548,4.4000294267174125,0.013789355754852295,0.3622782528400421,0.3595508933067322,0.9933109842946751
139,4.633322991071428,True,66.58301247699019,77.80559626558802,160.7255853501667,175.7746443672472,-9.76314397084974,4.783067016972831,0.01311272382736206,0.36220210790634155,0.35951030254364014,0.07553246920696124
140,4.66665625,True,67.05243057286145,78.04679755116332,162.30525497395064,175.3764967961025,-11.338910659020328,5.767850163500233,0.012275278568267822,0.36202171444892883,0.3593297004699707,0.2651594619414613
